,GenesInCluster,EntrezID,EnrichedGO
10,"['PBA1', 'GAL4', 'YGL114W', 'MTQ1']","query
PBA1       850896
GAL4       855828
YGL114W    852764
MTQ1       855662
Name: entrezgene, dtype: object","{'GO:0008213': (['855662'], 0.40411601458383656, 52), 'GO:0008134': (['855828'], 0.40411601458383656, 70), 'GO:0008168': (['855662'], 0.40411601458383656, 97), 'GO:0006417': (['855662'], 0.40411601458383656, 119), 'GO:0003700': (['855828'], 0.4998371228637337, 187), 'GO:0005975': (['855828'], 0.5301095085151326, 266), 'GO:0006414': (['855662'], 0.5301095085151326, 334), 'GO:0022857': (['852764'], 0.5301095085151326, 352), 'GO:0005886': (['852764'], 0.5301095085151326, 421), 'GO:0055085': (['852764'], 0.5301095085151326, 454), 'GO:0006366': (['855828'], 0.5301095085151326, 500), 'GO:0042221': (['855828'], 0.5301095085151326, 515), 'GO:0003677': (['855828'], 0.5401055709660809, 577), 'GO:0005739': (['855662'], 0.6711340140421299, 893), 'GO:0016740': (['855662'], 0.6711340140421299, 893), 'GO:0043167': (['855828'], 0.9335890185289213, 1564), 'GO:0016020': (['852764'], 0.9335890185289213, 1977), 'GO:0005634': (['855828'], 0.9335890185289213, 2044), 'GO:0005737': (['855662', '850896'], 0.9335890185289213, 3926), 'GO:0005575': (['850896', '852764', '855662', '855828'], 0.9335890185289213, 6044), 'GO:0003674': (['850896', '852764', '855662', '855828'], 0.9974615275368941, 6265), 'GO:0008150': (['850896', '852764', '855662', '855828'], 0.9974615275368941, 6293)}"
11,"['EOS1', 'MED1', 'PHO23', 'BNA2', 'CYC2', 'GDS1', 'SPC2']","query
EOS1     855644
MED1     856183
PHO23    855626
BNA2     853541
CYC2     854202
GDS1     854537
SPC2     854949
Name: entrezgene, dtype: object","{'GO:0042393': (['855626'], 0.34816673756033234, 43), 'GO:0016491': (['854202', '853541'], 0.34816673756033234, 337), 'GO:0001403': (['855626'], 0.34816673756033234, 61), 'GO:0006360': (['855626'], 0.34816673756033234, 68), 'GO:0006486': (['855644'], 0.34816673756033234, 72), 'GO:0009408': (['855626'], 0.34816673756033234, 74), 'GO:0051604': (['854949'], 0.34816673756033234, 75), 'GO:0005783': (['855644', '854949'], 0.34816673756033234, 472), 'GO:0006366': (['855626', '856183'], 0.34816673756033234, 500), 'GO:0045333': (['854537'], 0.34816673756033234, 100), 'GO:0006979': (['855644'], 0.34816673756033234, 110), 'GO:0008233': (['854949'], 0.46476180230088066, 174), 'GO:0006605': (['854949'], 0.46476180230088066, 181), 'GO:0006091': (['854537'], 0.46476180230088066, 207), 'GO:0006520': (['853541'], 0.46476180230088066, 244), 'GO:0051186': (['853541'], 0.46476180230088066, 249), 'GO:0007005': (['854202'], 0.46476180230088066, 259), 'GO:0012505': (['855644', '854949'], 0.46476180230088066, 881), 'GO:0055086': (['853541'], 0.46476180230088066, 274), 'GO:0033043': (['855626'], 0.484396819106106, 305), 'GO:0006325': (['855626'], 0.5059321566530218, 340), 'GO:0005740': (['854202'], 0.5520801442623303, 401), 'GO:0016020': (['854202', '855644', '854949'], 0.5520801442623303, 1977), 'GO:0005694': (['855626'], 0.5751590288177812, 469), 'GO:0042221': (['855644'], 0.5935851908003987, 515), 'GO:0043167': (['855626', '853541'], 0.6993322606665198, 1564), 'GO:0005739': (['854202'], 0.8032148106074707, 893), 'GO:0016787': (['854949'], 0.8195451861594043, 1014), 'GO:0005634': (['855626', '856183'], 0.8195451861594043, 2044), 'GO:0005737': (['854202', '855644', '854949'], 0.9979906990671392, 3926), 'GO:0003674': (['855644', '854537', '855626', '856183', '854202', '854949', '853541'], 0.9979906990671392, 6265), 'GO:0008150': (['855644', '854537', '855626', '856183', '854202', '854949', '853541'], 0.9979906990671392, 6293), 'GO:0005575': (['855644', '855626', '856183', '854202', '854949'], 0.9979906990671392, 6044)}"
12,"['LDB19', 'MSS11', 'ISW2', 'NPR3']","query
LDB19    854500
MSS11    855200
ISW2     854480
NPR3     856362
Name: entrezgene, dtype: object","{'GO:0007124': (['855200', '856362'], 0.03157370852433406, 79), 'GO:0006353': (['854480'], 0.2436938742343168, 43), 'GO:0006366': (['854480', '855200'], 0.2436938742343168, 500), 'GO:0001403': (['855200'], 0.2436938742343168, 61), 'GO:0042594': (['856362'], 0.2436938742343168, 63), 'GO:0051049': (['854500'], 0.2436938742343168, 86), 'GO:0007033': (['856362'], 0.2436938742343168, 93), 'GO:0004386': (['854480'], 0.2436938742343168, 109), 'GO:0006897': (['854500'], 0.2436938742343168, 113), 'GO:0003682': (['854480'], 0.2436938742343168, 116), 'GO:0070925': (['856362'], 0.26716607770780926, 152), 'GO:0019899': (['854500'], 0.26716607770780926, 154), 'GO:0003700': (['855200'], 0.2971059821217997, 187), 'GO:0005794': (['854500'], 0.30619708991937966, 254), 'GO:0005975': (['855200'], 0.30619708991937966, 266), 'GO:0005773': (['856362'], 0.30619708991937966, 270), 'GO:0016887': (['854480'], 0.30619708991937966, 279), 'GO:0023052': (['856362'], 0.30619708991937966, 284), 'GO:0051321': (['856362'], 0.30619708991937966, 304), 'GO:0033043': (['856362'], 0.30619708991937966, 305), 'GO:0006325': (['854480'], 0.3223603423614404, 340), 'GO:0005886': (['854500'], 0.3736677183466815, 421), 'GO:0005694': (['854480'], 0.39359873260494743, 469), 'GO:0042221': (['854480'], 0.4096300747616934, 515), 'GO:0003677': (['854480'], 0.4340484770309232, 577), 'GO:0016020': (['854500', '856362'], 0.4877610059816634, 1977), 'GO:0005634': (['854480', '855200'], 0.4934815581865199, 2044), 'GO:0012505': (['854500'], 0.5497769164579428, 881), 'GO:0016787': (['854480'], 0.5849281907052312, 1014), 'GO:0005737': (['854500', '855200', '856362'], 0.5849281907052312, 3926), 'GO:0043167': (['854480'], 0.746725494555813, 1564), 'GO:0005575': (['854500', '854480', '855200', '856362'], 0.9017621201699807, 6044), 'GO:0003674': (['854500', '854480', '855200', '856362'], 0.9974615275368942, 6265), 'GO:0008150': (['854500', '854480', '855200', '856362'], 0.9974615275368942, 6293)}"
13,"['YET2', 'ULI1', 'YPL088W', 'MMS22', 'YJR107W', 'YMR034C', 'APS1']","query
YET2       855056
ULI1       850583
YPL088W    856017
MMS22      851030
YJR107W       NaN
YMR034C       NaN
APS1       850868
Name: entrezgene, dtype: object","{'GO:0006260': (['851030'], 0.5162170426577488, 149), 'GO:0048193': (['850868'], 0.5162170426577488, 194), 'GO:0007059': (['851030'], 0.5162170426577488, 211), 'GO:0006310': (['851030'], 0.5162170426577488, 244), 'GO:0048285': (['851030'], 0.5162170426577488, 251), 'GO:0005794': (['850868'], 0.5162170426577488, 254), 'GO:0012505': (['855056', '850868'], 0.5162170426577488, 881), 'GO:0031410': (['850868'], 0.5162170426577488, 261), 'GO:0023052': (['850583'], 0.5162170426577488, 284), 'GO:0006281': (['851030'], 0.5162170426577488, 293), 'GO:0051321': (['851030'], 0.5162170426577488, 304), 'GO:0006974': (['851030'], 0.5162170426577488, 336), 'GO:0016491': (['856017'], 0.5162170426577488, 337), 'GO:0005783': (['855056'], 0.6295600508489076, 472), 'GO:0042221': (['850583'], 0.6295600508489076, 515), 'GO:0016020': (['855056', '850868'], 0.8896666994136849, 1977), 'GO:0005634': (['850868', '851030'], 0.8896666994136849, 2044), 'GO:0005737': (['855056', '850868'], 0.9999999910459574, 3926), 'GO:0005575': (['856017', '855056', '850868', '851030'], 0.9999999910459574, 6044), 'GO:0003674': (['856017', '850868', '850583', '851030', '855056'], 0.9999999910459574, 6265), 'GO:0008150': (['856017', '850868', '850583', '851030', '855056'], 0.9999999910459574, 6293)}"
14,"['YHR078W', 'SED1', 'YKL077W', 'SAP4', 'TYW3', 'ODC2', 'BGL2', 'GMH1', 'SUR1', 'TOS3', 'YKE4', 'MDY2']","query
YHR078W    856477
SED1       851649
YKL077W    853785
SAP4       852622
TYW3       852832
ODC2       854397
BGL2       853199
GMH1       853901
SUR1       856050
TOS3       852696
YKE4       854789
MDY2       854038
Name: entrezgene, dtype: object","{'GO:0005576': (['853199', '851649'], 0.32332704110849186, 99), 'GO:0005618': (['853199', '851649'], 0.32332704110849186, 107), 'GO:0000902': (['854038'], 0.4513148566367704, 39), 'GO:0071554': (['853199', '851649'], 0.4513148566367704, 245), 'GO:0016740': (['853199', '852696', '856050', '852832'], 0.4513148566367704, 893), 'GO:0016798': (['853199'], 0.4513148566367704, 59), 'GO:0005840': (['851649', '854038'], 0.4513148566367704, 300), 'GO:0016020': (['853901', '854789', '851649', '856477', '854397', '856050'], 0.4513148566367704, 1977), 'GO:0022857': (['854789', '854397'], 0.4513148566367704, 352), 'GO:0006811': (['854789', '854397'], 0.4513148566367704, 376), 'GO:0006470': (['852622'], 0.4513148566367704, 91), 'GO:0008168': (['852832'], 0.4513148566367704, 97), 'GO:0016791': (['852622'], 0.4513148566367704, 100), 'GO:0016757': (['856050'], 0.4513148566367704, 103), 'GO:0009451': (['852832'], 0.4513148566367704, 105), 'GO:0000746': (['854038'], 0.4513148566367704, 121), 'GO:0055085': (['854789', '854397'], 0.4513148566367704, 454), 'GO:0008033': (['852832'], 0.4513148566367704, 125), 'GO:0005783': (['853901', '854789'], 0.4513148566367704, 472), 'GO:0006605': (['854038'], 0.5610665169408822, 181), 'GO:0016301': (['852696'], 0.6144525541212665, 215), 'GO:0006468': (['852696'], 0.6144525541212665, 232), 'GO:0005794': (['853901'], 0.6144525541212665, 254), 'GO:0007005': (['851649'], 0.6144525541212665, 259), 'GO:0005975': (['853199'], 0.6144525541212665, 266), 'GO:0006629': (['856050'], 0.6637020831958407, 336), 'GO:0000278': (['852622'], 0.6637020831958407, 338), 'GO:0005198': (['851649'], 0.6637020831958407, 367), 'GO:0012505': (['853901', '854789'], 0.6637020831958407, 881), 'GO:0005739': (['851649', '854397'], 0.6637020831958407, 893), 'GO:0005740': (['854397'], 0.6692524862638991, 401), 'GO:0016787': (['852622', '853199'], 0.7104802782458299, 1014), 'GO:0005737': (['852622', '853901', '854789', '851649', '854397', '852696', '854038'], 0.8352218437428841, 3926), 'GO:0005575': (['852622', '852832', '853901', '854789', '851649', '856477', '854397', '853199', '852696', '856050', '854038'], 0.9999734809830241, 6044), 'GO:0043167': (['852696'], 0.9999734809830241, 1564), 'GO:0005634': (['854038'], 0.9999734809830241, 2044), 'GO:0003674': (['852622', '852832', '853901', '854789', '851649', '856477', '854397', '853199', '852696', '856050', '854038'], 0.9999734809830241, 6265), 'GO:0008150': (['852622', '852832', '853901', '854789', '851649', '856477', '854397', '853199', '852696', '856050', '854038'], 0.9999734809830241, 6293)}"
15,"['MPD1', 'ZDS2', 'ERV29', 'PUS6', 'LPP1', 'SNQ2']","query
MPD1     854462
ZDS2     854931
ERV29    853201
PUS6     853079
LPP1     852114
SNQ2     851574
Name: entrezgene, dtype: object","{'GO:0016853': (['853079', '854462'], 0.06847277498459103, 72), 'GO:0012505': (['852114', '853201', '854462'], 0.404136722419147, 881), 'GO:0030674': (['853201'], 0.404136722419147, 62), 'GO:0005783': (['853201', '854462'], 0.404136722419147, 472), 'GO:0006470': (['854931'], 0.404136722419147, 91), 'GO:0016791': (['852114'], 0.404136722419147, 100), 'GO:0009451': (['853079'], 0.404136722419147, 105), 'GO:0006457': (['854462'], 0.404136722419147, 107), 'GO:0008033': (['853079'], 0.404136722419147, 125), 'GO:0006873': (['851574'], 0.404136722419147, 132), 'GO:0031399': (['854931'], 0.404136722419147, 182), 'GO:0048193': (['853201'], 0.404136722419147, 194), 'GO:0005933': (['854931'], 0.404136722419147, 203), 'GO:0030427': (['854931'], 0.404136722419147, 209), 'GO:0005794': (['852114'], 0.404136722419147, 254), 'GO:0051726': (['854931'], 0.404136722419147, 256), 'GO:0031410': (['853201'], 0.404136722419147, 261), 'GO:0016887': (['851574'], 0.404136722419147, 279), 'GO:0016787': (['852114', '851574'], 0.404136722419147, 1014), 'GO:0005737': (['853201', '853079', '854462', '852114', '854931'], 0.404136722419147, 3926), 'GO:0006629': (['852114'], 0.404136722419147, 336), 'GO:0016491': (['854462'], 0.404136722419147, 337), 'GO:0000278': (['854931'], 0.404136722419147, 338), 'GO:0016020': (['852114', '853201', '851574'], 0.404136722419147, 1977), 'GO:0006325': (['854931'], 0.404136722419147, 340), 'GO:0022857': (['851574'], 0.404136722419147, 352), 'GO:0005886': (['851574'], 0.45304022975503644, 421), 'GO:0055085': (['851574'], 0.46506494019941597, 454), 'GO:0042221': (['851574'], 0.4973828539012725, 515), 'GO:0003723': (['853079'], 0.6973835752250741, 870), 'GO:0005739': (['853079'], 0.6973835752250741, 893), 'GO:0005575': (['853201', '851574', '853079', '854462', '852114', '854931'], 0.8796240533262103, 6044), 'GO:0043167': (['851574'], 0.894208607207109, 1564), 'GO:0005634': (['854931'], 0.9583171287737654, 2044), 'GO:0003674': (['853201', '851574', '853079', '854462', '852114', '854931'], 0.9961947087695777, 6265), 'GO:0008150': (['853201', '851574', '853079', '854462', '852114', '854931'], 0.9961947087695777, 6293)}"
16,"['DLT1', 'MDL1', 'PEX2', 'CHS6', 'YAP1802']","query
DLT1       855156
MDL1       850885
PEX2       853219
CHS6       853346
YAP1802    853157
Name: entrezgene, dtype: object","{'GO:0016020': (['855156', '853157', '853219', '853346', '850885'], 0.09151370422831434, 1977), 'GO:0031410': (['853346', '853157'], 0.2369890787967721, 261), 'GO:0007031': (['853219'], 0.32013760035466854, 51), 'GO:0055085': (['853219', '850885'], 0.32013760035466854, 454), 'GO:0005777': (['853219'], 0.32013760035466854, 79), 'GO:0006897': (['853157'], 0.32013760035466854, 113), 'GO:0008289': (['853157'], 0.32013760035466854, 123), 'GO:0043167': (['853219', '850885', '853157'], 0.32013760035466854, 1564), 'GO:0005938': (['853157'], 0.32013760035466854, 166), 'GO:0006605': (['853219'], 0.32013760035466854, 181), 'GO:0048193': (['853346'], 0.32013760035466854, 194), 'GO:0070647': (['853219'], 0.32013760035466854, 203), 'GO:0005933': (['853157'], 0.32013760035466854, 203), 'GO:0030427': (['853157'], 0.32013760035466854, 209), 'GO:0005856': (['853157'], 0.32013760035466854, 236), 'GO:0071554': (['853346'], 0.32013760035466854, 245), 'GO:0005794': (['853346'], 0.32013760035466854, 254), 'GO:0005975': (['853346'], 0.32013760035466854, 266), 'GO:0016887': (['850885'], 0.32013760035466854, 279), 'GO:0022857': (['850885'], 0.3749234123066134, 352), 'GO:0005740': (['850885'], 0.3988324799822695, 401), 'GO:0005886': (['853157'], 0.3988324799822695, 421), 'GO:0005737': (['853219', '850885', '853346', '853157'], 0.4939245957550129, 3926), 'GO:0012505': (['853346'], 0.6167449299721066, 881), 'GO:0005739': (['850885'], 0.6167449299721066, 893), 'GO:0016740': (['853219'], 0.6167449299721066, 893), 'GO:0016787': (['850885'], 0.6492705443106261, 1014), 'GO:0005575': (['855156', '853157', '853219', '853346', '850885'], 0.872804617534138, 6044), 'GO:0003674': (['855156', '853157', '853219', '853346', '850885'], 0.996827916911176, 6265), 'GO:0008150': (['855156', '853157', '853219', '853346', '850885'], 0.996827916911176, 6293)}"
17,"['TCB3', 'TGL5', 'BLM10', 'PIP2', 'YLR455W', 'GVP36']","query
TCB3       854903
TGL5       854248
BLM10      850541
PIP2       854545
YLR455W       NaN
GVP36      854770
Name: entrezgene, dtype: object","{'GO:0006629': (['854545', '854903', '854248'], 0.08604704253265893, 336), 'GO:0016020': (['854770', '850541', '854545', '854903', '854248'], 0.21622637716222853, 1977), 'GO:0042393': (['850541'], 0.389133915649819, 43), 'GO:0006869': (['854903'], 0.389133915649819, 76), 'GO:0007033': (['854770'], 0.389133915649819, 93), 'GO:0006897': (['854770'], 0.389133915649819, 113), 'GO:0008289': (['854903'], 0.389133915649819, 123), 'GO:0005938': (['854903'], 0.389133915649819, 166), 'GO:0043934': (['854248'], 0.389133915649819, 168), 'GO:0032787': (['854545'], 0.389133915649819, 169), 'GO:0051169': (['850541'], 0.389133915649819, 178), 'GO:0003700': (['854545'], 0.389133915649819, 187), 'GO:0005933': (['854903'], 0.389133915649819, 203), 'GO:0012505': (['854903', '854770'], 0.389133915649819, 881), 'GO:0051603': (['850541'], 0.389133915649819, 230), 'GO:0030234': (['850541'], 0.389133915649819, 253), 'GO:0005794': (['854770'], 0.389133915649819, 254), 'GO:0007010': (['854770'], 0.389133915649819, 254), 'GO:0006281': (['850541'], 0.41877996465091216, 293), 'GO:0006974': (['850541'], 0.4485832212471683, 336), 'GO:0005783': (['854903'], 0.5574532468845179, 472), 'GO:0006366': (['854545'], 0.5574532468845179, 500), 'GO:0042221': (['854545'], 0.5574532468845179, 515), 'GO:0003677': (['854545'], 0.5842799852362938, 577), 'GO:0043167': (['854545', '854903'], 0.5916128625930352, 1564), 'GO:0016740': (['854248'], 0.7391073788710187, 893), 'GO:0005634': (['854545', '850541'], 0.7443157343921113, 2044), 'GO:0016787': (['854248'], 0.7443157343921113, 1014), 'GO:0005737': (['854903', '854770', '850541'], 0.9397433497549333, 3926), 'GO:0005575': (['854770', '850541', '854545', '854903', '854248'], 0.9999939576191675, 6044), 'GO:0003674': (['854770', '850541', '854545', '854903', '854248'], 0.9999939576191675, 6265), 'GO:0008150': (['854770', '850541', '854545', '854903', '854248'], 0.9999939576191675, 6293)}"
18,"['PAU5', 'DAT1', 'URC2', 'PAU4', 'AKR2', 'TIR4', 'YSR3']","query
PAU5    850524
DAT1    854927
URC2    852133
PAU4    851183
AKR2    854199
TIR4    854173
YSR3    853927
Name: entrezgene, dtype: object","{'GO:0016020': (['851183', '853927', '854173', '854199', '850524'], 0.3391527449940217, 1977), 'GO:0006497': (['854199'], 0.3391527449940217, 45), 'GO:0043543': (['854199'], 0.3391527449940217, 73), 'GO:0006352': (['852133'], 0.3391527449940217, 78), 'GO:0006366': (['854927', '852133'], 0.3391527449940217, 500), 'GO:0005576': (['854173'], 0.3391527449940217, 99), 'GO:0016791': (['853927'], 0.3391527449940217, 100), 'GO:0005618': (['854173'], 0.3391527449940217, 107), 'GO:0003677': (['854927', '852133'], 0.34492246337017285, 577), 'GO:0003700': (['852133'], 0.45659256323726166, 187), 'GO:0071554': (['854173'], 0.4587259347385316, 245), 'GO:0005794': (['854199'], 0.4587259347385316, 254), 'GO:0012505': (['854199', '853927'], 0.4587259347385316, 881), 'GO:0055086': (['852133'], 0.4587259347385316, 274), 'GO:0006629': (['853927'], 0.5100213723764286, 336), 'GO:0005783': (['853927'], 0.6305854303408147, 472), 'GO:0005737': (['853927', '854927', '852133', '854199', '850524'], 0.6662203377289103, 3926), 'GO:0016740': (['854199'], 0.8576839508141476, 893), 'GO:0016787': (['853927'], 0.8576839508141476, 1014), 'GO:0005634': (['854927', '852133'], 0.8576839508141476, 2044), 'GO:0005575': (['851183', '853927', '854173', '852133', '854927', '854199', '850524'], 0.8576839508141476, 6044), 'GO:0043167': (['852133'], 0.9430635471006933, 1564), 'GO:0003674': (['851183', '853927', '854173', '852133', '854927', '854199', '850524'], 0.9955619028564321, 6265), 'GO:0008150': (['851183', '853927', '854173', '852133', '854927', '854199', '850524'], 0.9955619028564321, 6293)}"
19,"['GAT1', 'PET10', 'RTC5', 'CLD1', 'TEP1', 'AAC1', 'FMP40', 'SST2', 'FMP37', 'SWI6', 'PIR3', 'SPE3', 'PMU1', 'HDA1', 'PET20']","query
GAT1     850523
PET10    853920
RTC5     854285
CLD1     853007
TEP1     855595
AAC1     855078
FMP40    855879
SST2     851173
FMP37       NaN
SWI6     850879
PIR3     853693
SPE3     856182
PMU1     853730
HDA1     855710
PET20    855944
Name: entrezgene, dtype: object","{'GO:0045333': (['855944', '855078'], 0.6012203368647017, 100), 'GO:0006091': (['855944', '855078'], 0.6012203368647017, 207), 'GO:0006366': (['850523', '855710', '850879'], 0.6012203368647017, 500), 'GO:0071554': (['853693', '855595'], 0.6012203368647017, 245), 'GO:0051186': (['855078', '856182'], 0.6012203368647017, 249), 'GO:0042221': (['850523', '855078', '851173'], 0.6012203368647017, 515), 'GO:0006766': (['856182'], 0.6012203368647017, 53), 'GO:0042594': (['850523'], 0.6012203368647017, 63), 'GO:0005739': (['855944', '855078', '853007', '855879'], 0.6012203368647017, 893), 'GO:0016853': (['853730'], 0.6012203368647017, 72), 'GO:0051321': (['855595', '850879'], 0.6012203368647017, 304), 'GO:0009408': (['850879'], 0.6012203368647017, 74), 'GO:0033043': (['855710', '850879'], 0.6012203368647017, 305), 'GO:0006470': (['855595'], 0.6012203368647017, 91), 'GO:0005576': (['853693'], 0.6012203368647017, 99), 'GO:0016791': (['855595'], 0.6012203368647017, 100), 'GO:0005618': (['853693'], 0.6012203368647017, 107), 'GO:0051052': (['850879'], 0.6012203368647017, 111), 'GO:0003682': (['855710'], 0.6012203368647017, 116), 'GO:0005740': (['855078', '853007'], 0.6012203368647017, 401), 'GO:0000746': (['851173'], 0.6012203368647017, 121), 'GO:0016570': (['855710'], 0.6106502319601987, 130), 'GO:0043934': (['855595'], 0.6980624293511847, 168), 'GO:0032787': (['856182'], 0.6980624293511847, 169), 'GO:0003700': (['850523'], 0.7241079288842209, 187), 'GO:0015931': (['855078'], 0.7241079288842209, 208), 'GO:0003677': (['850523', '850879'], 0.7241079288842209, 577), 'GO:0016787': (['855710', '853007', '855595'], 0.7241079288842209, 1014), 'GO:0006310': (['850879'], 0.7241079288842209, 244), 'GO:0048285': (['850879'], 0.7241079288842209, 251), 'GO:0030234': (['851173'], 0.7241079288842209, 253), 'GO:0051726': (['850879'], 0.7241079288842209, 256), 'GO:0023052': (['851173'], 0.756890509347756, 284), 'GO:0006629': (['853007'], 0.7729245342437635, 336), 'GO:0000278': (['850879'], 0.7729245342437635, 338), 'GO:0006325': (['855710'], 0.7729245342437635, 340), 'GO:0022857': (['855078'], 0.7729245342437635, 352), 'GO:0005198': (['853693'], 0.7729245342437635, 367), 'GO:0006811': (['855078'], 0.7729245342437635, 376), 'GO:0005886': (['851173'], 0.7804824130202094, 421), 'GO:0016740': (['853007', '856182'], 0.7804824130202094, 893), 'GO:0055085': (['855078'], 0.7804824130202094, 454), 'GO:0005737': (['853730', '855879', '850523', '855944', '855078', '850879', '853007', '855595', '854285'], 0.7804824130202094, 3926), 'GO:0005694': (['855710'], 0.7804824130202094, 469), 'GO:0005634': (['850523', '855710', '853730', '850879'], 0.8551893083837255, 2044), 'GO:0016020': (['855078', '853007', '851173'], 0.9730676494742349, 1977), 'GO:0043167': (['850523'], 0.9999998840402504, 1564), 'GO:0005575': (['853730', '855879', '850523', '855944', '855078', '851173', '850879', '855710', '853007', '855595', '853693', '854285'], 0.9999998840402504, 6044), 'GO:0003674': (['853730', '856182', '855879', '850523', '855944', '855078', '851173', '850879', '855710', '853007', '855595', '853693', '854285'], 0.9999998840402504, 6265), 'GO:0008150': (['853730', '856182', '855879', '850523', '855944', '855078', '851173', '850879', '855710', '853007', '855595', '853693', '854285'], 0.9999998840402504, 6293)}"
20,"['NCE102', 'PMP3', 'PNS1', 'TIM21']","query
NCE102    856272
PMP3      851869
PNS1      854332
TIM21     852921
Name: entrezgene, dtype: object","{'GO:0005886': (['851869', '854332', '856272'], 0.023844199974772832, 421), 'GO:0016020': (['851869', '854332', '852921', '856272'], 0.10201903309761934, 1977), 'GO:0006811': (['851869', '856272'], 0.13809173108105455, 376), 'GO:0006869': (['856272'], 0.22478489315552147, 76), 'GO:0051049': (['856272'], 0.22478489315552147, 86), 'GO:0008289': (['851869'], 0.26555499157350426, 123), 'GO:0006605': (['852921'], 0.2706337375158117, 181), 'GO:0031399': (['856272'], 0.2706337375158117, 182), 'GO:0005933': (['856272'], 0.2706337375158117, 203), 'GO:0006468': (['856272'], 0.2706337375158117, 232), 'GO:0071554': (['856272'], 0.2706337375158117, 245), 'GO:0007005': (['852921'], 0.2706337375158117, 259), 'GO:0005740': (['852921'], 0.3738150201365716, 401), 'GO:0055085': (['852921'], 0.3880121779539996, 454), 'GO:0042221': (['851869'], 0.40481089741155585, 515), 'GO:0005739': (['852921'], 0.6005886773388378, 893), 'GO:0043167': (['851869'], 0.8410351158405437, 1564), 'GO:0005575': (['851869', '854332', '852921', '856272'], 0.9901701711670375, 6044), 'GO:0003674': (['851869', '854332', '852921', '856272'], 0.9974615275368941, 6265), 'GO:0005737': (['852921'], 0.9974615275368941, 3926), 'GO:0008150': (['851869', '854332', '852921', '856272'], 0.9974615275368941, 6293)}"
21,"['MF(ALPHA)1', 'ICE2', 'YNL108C', 'HMG2', 'MF(ALPHA)2', 'YOP1']","query
MF(ALPHA)1    855914
ICE2          854718
YNL108C       855615
HMG2          851171
MF(ALPHA)2    852791
YOP1          856140
Name: entrezgene, dtype: object","{'GO:0048308': (['856140', '854718'], 0.03584538975592655, 60), 'GO:0005576': (['852791', '855914'], 0.04734721806792275, 99), 'GO:0000746': (['852791', '855914'], 0.04734721806792275, 121), 'GO:0005783': (['851171', '856140', '854718'], 0.04782822111681109, 472), 'GO:0023052': (['852791', '855914'], 0.14592679535107575, 284), 'GO:0012505': (['851171', '856140', '854718'], 0.17723163972362888, 881), 'GO:0007031': (['856140'], 0.18368177033508054, 51), 'GO:0006997': (['856140'], 0.20980918119329192, 67), 'GO:0042221': (['852791', '855914'], 0.24113109239234623, 515), 'GO:0016791': (['855615'], 0.24726526638575166, 100), 'GO:0006873': (['854718'], 0.2929849084859594, 132), 'GO:0070925': (['854718'], 0.30682604146706555, 152), 'GO:0005938': (['854718'], 0.3076040461420947, 166), 'GO:0051186': (['851171'], 0.36937320899572657, 249), 'GO:0007010': (['854718'], 0.36937320899572657, 254), 'GO:0005794': (['856140'], 0.36937320899572657, 254), 'GO:0055086': (['851171'], 0.3720776833316834, 274), 'GO:0006629': (['851171'], 0.38063974236636683, 336), 'GO:0016491': (['851171'], 0.38063974236636683, 337), 'GO:0016020': (['851171', '856140', '854718'], 0.38063974236636683, 1977), 'GO:0043167': (['852791', '855914'], 0.594253991443897, 1564), 'GO:0016787': (['855615'], 0.7992936011369832, 1014), 'GO:0005737': (['851171', '856140', '854718'], 0.9961947087695777, 3926), 'GO:0005634': (['851171'], 0.9961947087695777, 2044), 'GO:0003674': (['855914', '856140', '854718', '851171', '852791', '855615'], 0.9961947087695777, 6265), 'GO:0005575': (['855914', '856140', '854718', '851171', '852791'], 0.9961947087695777, 6044), 'GO:0008150': (['855914', '856140', '854718', '851171', '852791', '855615'], 0.9961947087695777, 6293)}"
